time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Concurrent GC.count,Jvm:G1 Concurrent GC.time,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2024-10-04 20:56:31.255 UTC, , , , , , , , , ,125,10863197,7717344, , ,372, ,45318, , , , , , , , , ,372,8, , , ,114,1,4, ,720, , , , , , , , , , , ,45270, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,14,106371272,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,350, ,767, ,714,22738,21757, , , , , , , , , , 
2024-10-04 20:57:31.257 UTC, , , , , , , , , ,125,10928765,7782912, , ,382, ,45393, , , , , , , , , ,382,8, , , ,112,1,4, ,618, , , , , , , , , , , ,45357, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,10,12,141552008,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,300, ,769, ,612,22681,21895, , , , , , , , , , 
2024-10-04 20:58:31.258 UTC, , , , , , , , , ,125,11009477,7863624, , ,392, ,50020, , , , , , , , , ,392,8, , , ,109,1,4, ,720, , , , , , , , , , , ,49976, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,14,329887640,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,350, ,991, ,714,25230,23742, , , , , , , , , , 
2024-10-04 20:59:31.260 UTC, , , , , , , , , ,125,11084645,7938792, , ,399, ,48868, , , , , , , , , ,399,8, , , ,108,1,4, ,514, , , , , , , , , , , ,48840, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,14,299733224,-1, , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , , ,250, ,805, ,510,24367,23660, , , , , , , , , , 
2024-10-04 21:00:31.262 UTC, , , , , , , , , ,125,11163925,8018072, , ,404, ,49866, , , , , , , , , ,404,9, , , ,105,1,4, ,516, , , , , , , , , , , ,49830, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,12,15,59029216,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,250, ,874, ,510,24750,24198, , , , , , , , , , 
2024-10-04 21:01:31.263 UTC, , , , , , , , , ,125,11209925,8064072, , ,409, ,47387, , , , , , , , , ,409,9, , , ,103,1,4, ,719, , , , , , , , , , , ,47351, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,10,13,302611584,-1, , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , ,350, ,726, ,714,23323,23295, , , , , , , , , , 
2024-10-04 21:02:31.264 UTC, , , , , , , , , ,125,11302357,8156504, , ,415, ,48965, , , , , , , , , ,415,9, , , ,101,1,4, ,616, , , , , , , , , , , ,48925, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,12,15,200698344,-1, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,300, ,907, ,612,24695,23315, , , , , , , , , , 
2024-10-04 21:03:31.266 UTC, , , , , , , , , ,125,11379949,8234096, , ,423, ,44359, , , , , , , , , ,423,9, , , ,98,1,4, ,618, , , , , , , , , , , ,44317, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,14,64596336,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,875, ,612,21385,22046, , , , , , , , , , 
2024-10-04 21:04:31.268 UTC, , , , , , , , , ,125,11442453,8296600, , ,426, ,45434, , , , , , , , , ,426,9, , , ,95,1,4, ,617, , , , , , , , , , , ,45390, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,10,13,191073880,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,829, ,612,22275,22280, , , , , , , , , , 
2024-10-04 21:05:31.269 UTC, , , , , , , , , ,125,11440341,8294488, , ,432, ,41303, , , , , , , , , ,432,9, , , ,93,1,4, ,720, , , , , , , , , , , ,41265, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,9,11,330163464,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,350, ,562, ,714,21214,19481, , , , , , , , , , 
2024-10-04 21:06:31.270 UTC, , , , , , , , , ,125,11508637,8362784, , ,435, ,45395, , , , , , , , , ,435,9, , , ,91,1,4, ,514, , , , , , , , , , , ,45365, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,10,12,353247448,-1, , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , ,250, ,722, ,510,24726,19912, , , , , , , , , , 
2024-10-04 21:07:31.271 UTC, , , , , , , , , ,125,11587309,8441456, , ,438, ,46921, , , , , , , , , ,438,9, , , ,89,1,4, ,413, , , , , , , , , , , ,46891, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,14,20,238304200,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,200, ,758, ,408,25027,21101, , , , , , , , , , 
2024-10-04 21:08:31.273 UTC, , , , , , , , , ,125,11640989,8495136, , ,445, ,42396, , , , , , , , , ,445,9, , , ,87,1,4, ,514, , , , , , , , , , , ,42362, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,14,17,279300712,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,250, ,643, ,510,23507,18203, , , , , , , , , , 
2024-10-04 21:09:31.274 UTC, , , , , , , , , ,125,11718061,8572208, , ,457, ,45020, , , , , , , , , ,457,9, , , ,84,1,4, ,720, , , , , , , , , , , ,44976, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,12,15,292327744,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,350, ,908, ,714,22457,21596, , , , , , , , , , 
2024-10-04 21:10:31.275 UTC, , , , , , , , , ,125,11768893,8623040, , ,460, ,47541, , , , , , , , , ,460,9, , , ,82,1,4, ,719, , , , , , , , , , , ,47505, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,14,349868984,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,350, ,861, ,714,23227,23412, , , , , , , , , , 
2024-10-04 21:11:31.276 UTC, , , , , , , , , ,125,11807461,8661608, , ,463, ,47745, , , , , , , , , ,463,9, , , ,79,1,4, ,617, , , , , , , , , , , ,47701, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,13,237686432,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,717, ,612,23249,23729, , , , , , , , , , 
2024-10-04 21:12:31.278 UTC, , , , , , , , , ,125,11884237,8738384, , ,473, ,47297, , , , , , , , , ,473,9, , , ,78,1,4, ,614, , , , , , , , , , , ,47267, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,15,191917432,-1, , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , , ,300, ,885, ,612,23536,22835, , , , , , , , , , 
2024-10-04 21:13:31.280 UTC, , , , , , , , , ,125,12012221,8866368, , ,481, ,49720, , , , , , , , , ,481,9, , , ,75,1,4, ,412, , , , , , , , , , , ,49690, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,12,13,66482944,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,200, ,1092, ,408,24755,23832, , , , , , , , , , 
2024-10-04 21:14:31.280 UTC, , , , , , , , , ,125,12126405,8980552, , ,497, ,49184, , , , , , , , , ,497,9, , , ,73,1,4, ,513, , , , , , , , , , , ,49152, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,10,188970760,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,250, ,894, ,510,24873,23367, , , , , , , , , , 
2024-10-04 21:15:31.281 UTC, , , , , , , , , ,125,12183461,9037608, , ,507, ,48026, , , , , , , , , ,507,9, , , ,71,1,4, ,720, , , , , , , , , , , ,47988, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,10,239280552,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,350, ,892, ,714,24024,23060, , , , , , , , , , 
2024-10-04 21:16:31.281 UTC, , , , , , , , , ,125,12262789,9116936, , ,515, ,50072, , , , , , , , , ,515,9, , , ,67,1,4, ,719, , , , , , , , , , , ,50020, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,12,12,240637192,-1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,350, ,979, ,714,25322,23707, , , , , , , , , , 
2024-10-04 21:17:31.282 UTC, , , , , , , , , ,125,12287709,9141856, , ,518, ,47400, , , , , , , , , ,518,9, , , ,62,1,4, ,720, , , , , , , , , , , ,47340, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,10,236184120,-1, , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,350, ,733, ,714,23809,22790, , , , , , , , , , 
2024-10-04 21:18:31.282 UTC, , , , , , , , , ,125,12335637,9189784, , ,518, ,48278, , , , , , , , , ,518,10, , , ,58,1,3, ,718, , , , , , , , , , , ,48228, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,9,337152160,-1, , , , , , , , , , ,1, ,4, , , , , , , , , , , , , , , , , , , , , , ,350, ,803, ,714,24078,23343, , , , , , , , , , 
2024-10-04 21:19:31.283 UTC, , , , , , , , , ,125,12408941,9263088, , ,525, ,47769, , , , , , , , , ,525,10, , , ,57,1,3, ,309, , , , , , , , , , , ,47747, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,10,258026976,-1, , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , , ,150, ,635, ,306,23576,23528, , , , , , , , , , 
2024-10-04 21:20:31.284 UTC, , , , , , , , , ,125,12436773,9290920, , ,529, ,37446, , , , , , , , , ,529,10, , , ,54,1,3, ,617, , , , , , , , , , , ,37410, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,10,9,60800392,-1, , , , , , , , , , ,1, ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,528, ,612,17507,19368, , , , , , , , , , 
2024-10-04 21:21:31.286 UTC, , , , , , , , , ,125,12502541,9356688, , ,538, ,39492, , , , , , , , , ,538,11, , , ,52,1,3, ,618, , , , , , , , , , , ,39456, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,9,8,334443296,-1, , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , ,300, ,760, ,612,18548,20137, , , , , , , , , , 
2024-10-04 21:22:31.286 UTC, , , , , , , , , ,125,12583453,9437600, , ,548, ,35011, , , , , , , , , ,548,11, , , ,49,1,3, ,618, , , , , , , , , , , ,34969, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,10,9,133042368,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,1000, ,612,14384,19572, , , , , , , , , , 
2024-10-04 21:23:31.287 UTC, , , , , , , , , ,125,12668981,9523128, , ,556, ,35256, , , , , , , , , ,556,11, , , ,47,1,3, ,719, , , , , , , , , , , ,35220, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,9,9,244199960,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,350, ,1063, ,714,14736,19411, , , , , , , , , , 
2024-10-04 21:24:31.287 UTC, , , , , , , , , ,125,12730949,9585096, , ,565, ,42486, , , , , , , , , ,565,11, , , ,44,1,3, ,720, , , , , , , , , , , ,42442, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,10,11,281562504,-1, , , , , , , , , , ,1, ,3, , , , , , , , , , , , , , , , , , , , , , ,350, ,899, ,714,20152,21379, , , , , , , , , , 
2024-10-04 21:25:31.288 UTC, , , , , , , , , ,125,12774333,9628480, , ,573, ,44238, , , , , , , , , ,573,11, , , ,42,1,3, ,616, , , , , , , , , , , ,44202, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,10,307934432,-1, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,300, ,643, ,612,21600,21949, , , , , , , , , , 
2024-10-04 21:26:31.288 UTC, , , , , , , , , ,125,12893853,9748000, , ,580, ,48652, , , , , , , , , ,580,12, , , ,40,1,3, ,413, , , , , , , , , , , ,48626, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,12,11,273616064,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,200, ,882, ,408,24505,23230, , , , , , , , , , 
2024-10-04 21:27:31.290 UTC, , , , , , , , , ,125,12995405,9849552, , ,590, ,45613, , , , , , , , , ,590,12, , , ,37,1,3, ,618, , , , , , , , , , , ,45571, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,11,317009232,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,977, ,612,22462,22119, , , , , , , , , , 
2024-10-04 21:28:31.290 UTC, , , , , , , , , ,125,13081005,9935152, , ,602, ,44492, , , , , , , , , ,602,12, , , ,35,1,3, ,616, , , , , , , , , , , ,44452, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,12,249280232,-1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,300, ,822, ,612,21842,21774, , , , , , , , , , 
2024-10-04 21:29:31.291 UTC, , , , , , , , , ,125,13132821,9986968, , ,614, ,46148, , , , , , , , , ,614,12, , , ,33,1,3, ,718, , , , , , , , , , , ,46106, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,10,272928968,-1, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,350, ,885, ,714,22905,22302, , , , , , , , , , 
2024-10-04 21:30:31.292 UTC, , , , , , , , , ,125,13205173,10059320, , ,618, ,44142, , , , , , , , , ,618,13, , , ,30,1,3, ,619, , , , , , , , , , , ,44102, , ,1377,1,744,744, , , , ,1427,73140555776,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1728074191033,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,11,11,184031432,-1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,910, ,612,21898,21287, , , , , , , , , , 
